,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,0.0,0.008572609293622729,0.0,-0.018781121631194882,0.026246530145668665,0.032165337416008064,0.03197377612007937,0.061051645777521535,0.05133490795941376,0.05695613289292585,0.012380139338941202,0.005273512249143893,0.0,0.012623888061956063
1,0.0,0.008572609293622729,0.0,0.0156356505767516,0.026246530145668665,0.032165337416008064,0.03197377612007937,0.061051645777521535,0.05133490795941376,0.05695613289292585,0.012380139338941202,0.005273512249143893,0.0,0.012623888061956063
2,0.0,0.008572609293622729,0.0,0.018267575336591894,0.026246530145668665,0.032165337416008064,0.03197377612007937,0.061051645777521535,0.05133490795941376,0.05695613289292585,0.012380139338941202,0.005273512249143893,0.0,0.012623888061956063
3,0.0,0.008572609293622729,0.0,0.0028978683766882726,0.026246530145668665,0.032165337416008064,0.03197377612007937,0.061051645777521535,0.05133490795941376,0.05695613289292585,0.012380139338941202,0.005273512249143893,0.0,0.012623888061956063
4,0.0,0.008572609293622729,0.0,-0.018781121631194882,0.026246530145668665,0.032165337416008064,0.03197377612007937,0.061051645777521535,0.05133490795941376,0.05695613289292585,0.012380139338941202,0.005273512249143893,0.0,0.012623888061956063
5,0.0,0.003443822085084191,0.0,-0.0011371382237637525,0.00095845853290177,0.0002421745359795342,0.00041227020459387223,0.0006924102206580107,0.0008916761561111993,0.0010465193746589485,0.0003777475780433871,0.013183780622859733,0.0,0.012623888061956063
6,0.0,0.003443822085084191,0.0,0.0034389260799307033,0.00095845853290177,0.0002421745359795342,0.00041227020459387223,0.0006924102206580107,0.0008916761561111993,0.0010465193746589485,0.0003777475780433871,0.013183780622859733,0.0,0.012623888061956063
7,0.0,0.003443822085084191,0.0,0.003530630775395522,0.00095845853290177,0.0002421745359795342,0.00041227020459387223,0.0006924102206580107,0.0008916761561111993,0.0010465193746589485,0.0003777475780433871,0.013183780622859733,0.0,0.012623888061956063
8,0.0,0.003443822085084191,0.0,0.0029895730721530914,0.00095845853290177,0.0002421745359795342,0.00041227020459387223,0.0006924102206580107,0.0008916761561111993,0.0010465193746589485,0.0003777475780433871,0.013183780622859733,0.0,0.012623888061956063
9,0.0,0.003443822085084191,0.0,0.0021642308129697224,0.00095845853290177,0.0002421745359795342,0.00041227020459387223,0.0006924102206580107,0.0008916761561111993,0.0010465193746589485,0.0003777475780433871,0.013183780622859733,0.0,0.012623888061956063
10,0.0,0.003443822085084191,0.0,0.018542689422986352,0.00095845853290177,0.0002421745359795342,0.00041227020459387223,0.0006924102206580107,0.0008916761561111993,0.0010465193746589485,0.0003777475780433871,0.013183780622859733,0.0,0.012623888061956063
11,0.0,0.003443822085084191,0.0,-0.015186297568973986,0.00095845853290177,0.0002421745359795342,0.00041227020459387223,0.0006924102206580107,0.0008916761561111993,0.0010465193746589485,0.0003777475780433871,0.013183780622859733,0.0,0.012623888061956063
12,0.0,0.003443822085084191,0.0,0.005749884405644136,0.00095845853290177,0.0002421745359795342,0.00041227020459387223,0.0006924102206580107,0.0008916761561111993,0.0010465193746589485,0.0003777475780433871,0.013183780622859733,0.0,0.012623888061956063
13,0.0,0.003443822085084191,0.0,0.0075014440890221745,0.00095845853290177,0.0002421745359795342,0.00041227020459387223,0.0006924102206580107,0.0008916761561111993,0.0010465193746589485,0.0003777475780433871,0.013183780622859733,0.0,0.012623888061956063
14,0.0,0.003443822085084191,0.0,0.018771951161648398,0.00095845853290177,0.0002421745359795342,0.00041227020459387223,0.0006924102206580107,0.0008916761561111993,0.0010465193746589485,0.0003777475780433871,0.013183780622859733,0.0,0.012623888061956063
15,0.0,0.006095599334653453,0.0,0.006015828022492111,0.003937949841900161,0.004982443960991009,0.006253155996019113,0.006979696589719147,0.004024861691265984,0.004740176537447395,0.002081010775051101,0.013183780622859733,0.0,0.012623888061956063
16,0.0,0.006095599334653453,0.0,0.017277164625571852,0.003937949841900161,0.004982443960991009,0.006253155996019113,0.006979696589719147,0.004024861691265984,0.004740176537447395,0.002081010775051101,0.013183780622859733,0.0,0.012623888061956063
17,0.0,0.006095599334653453,0.0,0.010775301717116204,0.003937949841900161,0.004982443960991009,0.006253155996019113,0.006979696589719147,0.004024861691265984,0.004740176537447395,0.002081010775051101,0.013183780622859733,0.0,0.012623888061956063
18,0.0,0.006095599334653453,0.0,0.0027511408639445626,0.003937949841900161,0.004982443960991009,0.006253155996019113,0.006979696589719147,0.004024861691265984,0.004740176537447395,0.002081010775051101,0.013183780622859733,0.0,0.012623888061956063
19,0.0,0.006095599334653453,0.0,0.0046035757123339014,0.003937949841900161,0.004982443960991009,0.006253155996019113,0.006979696589719147,0.004024861691265984,0.004740176537447395,0.002081010775051101,0.013183780622859733,0.0,0.012623888061956063
20,0.0,0.006095599334653453,0.0,0.018771951161648398,0.003937949841900161,0.004982443960991009,0.006253155996019113,0.006979696589719147,0.004024861691265984,0.004740176537447395,0.002081010775051101,0.013183780622859733,0.0,0.012623888061956063
21,0.0,0.006095599334653453,0.0,0.009326367528772068,0.003937949841900161,0.004982443960991009,0.006253155996019113,0.006979696589719147,0.004024861691265984,0.004740176537447395,0.002081010775051101,0.013183780622859733,0.0,0.012623888061956063
22,0.0,0.006095599334653453,0.0,0.007510614558568656,0.003937949841900161,0.004982443960991009,0.006253155996019113,0.006979696589719147,0.004024861691265984,0.004740176537447395,0.002081010775051101,0.013183780622859733,0.0,0.012623888061956063
23,0.0,0.006095599334653453,0.0,0.0015131274751695094,0.003937949841900161,0.004982443960991009,0.006253155996019113,0.006979696589719147,0.004024861691265984,0.004740176537447395,0.002081010775051101,0.013183780622859733,0.0,0.012623888061956063
